Date,Open,High,Low,Close,Volume
2024-06-18 14:18:00,314.58,314.81,314.58,314.81,1494
2024-06-18 14:17:00,315.36,315.36,314.83,315.02,3871
2024-06-18 14:16:00,315.95,315.95,315.36,315.36,337
2024-06-18 14:14:00,315.56,315.56,315.56,315.56,338
2024-06-18 14:13:00,316.01,316.05,315.39,315.39,2043
2024-06-18 14:11:00,316.68,316.68,316.22,316.38,5507
2024-06-18 14:10:00,316.52,316.899,316.31,316.899,4100
2024-06-18 14:09:00,316.653,316.653,316.19,316.19,2859
2024-06-18 14:08:00,315.985,316.64,315.75,316.64,7783
2024-06-18 14:07:00,316.1,316.42,315.985,316.42,1138
2024-06-18 14:06:00,314.883,316.105,314.883,316.105,12697
2024-06-18 14:05:00,314.93,314.93,314.65,314.92,662
2024-06-18 14:04:00,313.58,314.89,313.58,314.85,4099
2024-06-18 14:03:00,313.95,313.95,313.91,313.91,317
2024-06-18 14:02:00,314.45,314.45,314.21,314.3,1404
2024-06-18 14:01:00,314.74,314.795,314.53,314.78,1981
2024-06-18 14:00:00,314.685,315.06,314.38,314.97,17289
2024-06-18 13:59:00,314.93,314.93,314.57,314.685,1354
2024-06-18 13:58:00,314.86,314.87,314.685,314.685,2150
2024-06-18 13:57:00,314.366,314.855,314.366,314.83,630
2024-06-18 13:56:00,314.95,314.95,314.575,314.85,933
2024-06-18 13:55:00,314.6,314.83,314.6,314.83,585
2024-06-18 13:54:00,314.63,314.63,314.547,314.6,592
2024-06-18 13:52:00,314.65,314.655,314.46,314.46,1521
2024-06-18 13:51:00,314.91,314.98,314.845,314.845,2004
2024-06-18 13:50:00,314.91,314.96,314.91,314.96,1569
2024-06-18 13:49:00,314.79,314.89,314.76,314.89,603
2024-06-18 13:48:00,314.39,314.75,314.39,314.75,536
2024-06-18 13:47:00,313.455,314.75,313.14,314.545,6466
2024-06-18 13:46:00,313.6,313.65,313.34,313.46,2712
2024-06-18 13:45:00,313.56,313.7,313.56,313.7,280
2024-06-18 13:44:00,313.325,313.325,313.325,313.325,261
2024-06-18 13:43:00,313.335,313.335,313.335,313.335,176
2024-06-18 13:42:00,313.385,313.4,313.29,313.37,682
2024-06-18 13:41:00,313.4,313.4,313.184,313.39,562
2024-06-18 13:40:00,313.975,313.975,312.77,313.385,11342
2024-06-18 13:39:00,313.99,314.08,313.99,314.08,600
2024-06-18 13:38:00,314.05,314.19,314.05,314.17,2093
2024-06-18 13:37:00,314.19,314.38,313.0,313.8,12408
2024-06-18 13:36:00,313.9,314.03,313.75,314.03,1029
2024-06-18 13:35:00,314.39,314.59,314.31,314.43,2925
2024-06-18 13:34:00,314.05,314.4,314.05,314.075,809
2024-06-18 13:33:00,314.05,314.05,314.05,314.05,151
2024-06-18 13:32:00,313.83,314.36,313.83,314.36,2109
2024-06-18 13:31:00,313.64,313.81,313.26,313.81,1445
2024-06-18 13:30:00,313.95,313.95,313.785,313.785,416
2024-06-18 13:29:00,313.74,314.33,313.74,314.18,1538
2024-06-18 13:28:00,314.54,314.665,314.11,314.19,1999
2024-06-18 13:27:00,314.55,314.55,314.55,314.55,531
2024-06-18 13:26:00,314.365,314.365,314.365,314.365,883
2024-06-18 13:25:00,315.29,315.29,314.36,314.37,2823
2024-06-18 13:24:00,315.15,315.15,315.15,315.15,361
2024-06-18 13:23:00,315.08,315.49,315.07,315.24,849
2024-06-18 13:22:00,315.0,315.18,314.985,315.18,1524
2024-06-18 13:21:00,314.74,314.74,314.74,314.74,1720
2024-06-18 13:20:00,314.865,314.865,314.73,314.86,809
2024-06-18 13:18:00,315.14,315.14,315.14,315.14,317
2024-06-18 13:16:00,314.54,314.95,314.46,314.95,1183
2024-06-18 13:15:00,313.92,314.37,313.92,314.37,2416
2024-06-18 13:14:00,314.34,314.5,314.34,314.5,560
2024-06-18 13:13:00,314.2,314.27,313.87,314.085,14912
2024-06-18 13:12:00,313.91,314.36,313.91,314.12,2123
2024-06-18 13:11:00,313.92,313.92,313.76,313.76,1010
2024-06-18 13:10:00,314.0,314.0,313.71,313.71,2363
2024-06-18 13:09:00,312.88,313.84,312.79,313.575,20550
2024-06-18 13:08:00,312.91,313.0,312.875,313.0,934
2024-06-18 13:07:00,313.66,314.24,312.8,313.045,7184
2024-06-18 13:06:00,313.48,313.48,313.43,313.43,906
2024-06-18 13:05:00,313.2,313.31,313.11,313.31,1551
2024-06-18 13:04:00,312.74,313.66,312.74,313.66,1173
2024-06-18 13:03:00,312.88,313.11,312.88,313.11,801
2024-06-18 13:01:00,311.72,312.86,311.72,312.42,7261
2024-06-18 13:00:00,311.55,311.96,311.39,311.855,5502
2024-06-18 12:59:00,311.23,311.575,310.74,310.92,9244
2024-06-18 12:58:00,311.17,311.17,311.17,311.17,363
2024-06-18 12:57:00,311.0,311.0,310.83,310.83,1097
2024-06-18 12:55:00,310.695,310.695,310.695,310.695,535
2024-06-18 12:53:00,310.615,310.96,310.615,310.82,1244
2024-06-18 12:51:00,310.56,310.56,310.56,310.56,196
2024-06-18 12:50:00,310.51,310.51,310.51,310.51,150
2024-06-18 12:49:00,310.5,310.5,310.5,310.5,546
2024-06-18 12:48:00,310.64,310.77,310.49,310.49,2404
2024-06-18 12:47:00,310.415,310.96,310.415,310.96,1130
2024-06-18 12:45:00,310.455,310.455,310.06,310.305,3222
2024-06-18 12:44:00,310.72,310.72,310.72,310.72,221
2024-06-18 12:43:00,308.88,310.81,308.88,310.18,8277
2024-06-18 12:40:00,309.056,309.39,309.056,309.39,818
2024-06-18 12:39:00,308.97,309.06,308.88,309.06,857
2024-06-18 12:38:00,308.505,308.875,308.505,308.875,1710
2024-06-18 12:37:00,308.465,308.465,308.465,308.465,533
2024-06-18 12:34:00,308.58,308.58,308.58,308.58,159
2024-06-18 12:32:00,308.5,308.5,308.463,308.463,592
2024-06-18 12:30:00,308.345,308.345,308.34,308.34,626
2024-06-18 12:29:00,308.085,308.34,308.085,308.295,888
2024-06-18 12:26:00,308.19,308.19,308.01,308.035,1264
2024-06-18 12:24:00,308.04,308.04,307.99,308.0,912
2024-06-18 12:23:00,307.95,307.95,307.95,307.95,123
2024-06-18 12:22:00,307.89,307.91,307.73,307.91,570
2024-06-18 12:21:00,307.59,307.59,307.59,307.59,134
2024-06-18 12:20:00,306.82,307.43,306.82,307.43,1057
2024-06-18 12:19:00,306.715,306.715,306.715,306.715,255
2024-06-18 12:18:00,306.58,306.58,306.58,306.58,155
2024-06-18 12:17:00,306.63,306.63,306.59,306.59,693
2024-06-18 12:16:00,306.945,306.945,306.945,306.945,301
2024-06-18 12:15:00,306.755,306.755,306.58,306.58,717
2024-06-18 12:14:00,306.665,306.665,306.665,306.665,339
2024-06-18 12:13:00,306.61,306.665,306.61,306.637,1085
2024-06-18 12:12:00,306.24,306.67,306.24,306.67,794
2024-06-18 12:11:00,305.64,306.285,305.64,306.18,5270
2024-06-18 12:10:00,305.645,305.645,305.55,305.55,826
2024-06-18 12:09:00,305.714,305.713,305.713,305.713,400
2024-06-18 12:07:00,305.805,305.805,305.56,305.56,828
2024-06-18 12:06:00,305.785,305.785,305.785,305.785,768
2024-06-18 12:05:00,305.77,305.78,305.77,305.78,276
2024-06-18 12:04:00,305.785,305.85,305.66,305.76,1660
2024-06-18 12:03:00,305.775,305.775,305.775,305.775,611
2024-06-18 12:02:00,305.34,305.5,305.34,305.5,3130
2024-06-18 12:01:00,305.18,305.18,305.18,305.18,224
2024-06-18 11:59:00,305.15,305.16,305.07,305.07,1252
2024-06-18 11:58:00,304.95,304.95,304.53,304.53,1286
2024-06-18 11:57:00,304.69,304.69,304.69,304.69,403
2024-06-18 11:56:00,304.77,304.77,304.685,304.685,895
2024-06-18 11:55:00,304.725,304.725,304.725,304.725,227
2024-06-18 11:54:00,304.68,304.68,304.68,304.68,172
2024-06-18 11:53:00,304.54,304.56,304.54,304.56,1200
2024-06-18 11:52:00,304.39,304.39,304.235,304.235,747
2024-06-18 11:50:00,304.225,304.43,304.225,304.225,795
2024-06-18 11:49:00,304.17,304.38,304.17,304.225,1392
2024-06-18 11:47:00,303.91,303.91,303.91,303.91,518
2024-06-18 11:45:00,304.27,304.3,304.08,304.27,930
2024-06-18 11:44:00,304.62,304.79,304.16,304.215,4529
2024-06-18 11:43:00,304.775,304.775,304.775,304.775,756
2024-06-18 11:42:00,304.765,304.77,304.765,304.77,553
2024-06-18 11:41:00,304.77,304.77,304.77,304.77,519
2024-06-18 11:40:00,305.01,305.01,304.76,304.76,311
2024-06-18 11:39:00,304.58,304.81,304.58,304.81,1642
2024-06-18 11:38:00,304.802,304.801,304.801,304.801,629
2024-06-18 11:37:00,305.03,305.03,305.03,305.03,713
2024-06-18 11:34:00,304.6,305.07,304.6,305.07,2555
2024-06-18 11:32:00,304.745,304.745,304.745,304.745,141
2024-06-18 11:30:00,304.59,304.59,304.59,304.59,160
2024-06-18 11:25:00,304.575,304.575,304.575,304.575,176
2024-06-18 11:24:00,305.025,305.025,304.4,304.4,2970
2024-06-18 11:23:00,304.99,305.07,304.91,304.91,2651
2024-06-18 11:22:00,304.77,304.77,304.44,304.44,1276
2024-06-18 11:21:00,304.43,305.05,304.43,304.51,4565
2024-06-18 11:20:00,304.4,304.41,304.065,304.065,1156
2024-06-18 11:19:00,304.41,304.41,304.41,304.41,183
2024-06-18 11:16:00,304.015,304.015,304.015,304.015,957
2024-06-18 11:15:00,304.03,304.03,304.03,304.03,517
2024-06-18 11:14:00,304.025,304.035,304.025,304.025,851
2024-06-18 11:13:00,304.34,304.34,303.6,303.6,2261
2024-06-18 11:12:00,304.015,304.015,304.015,304.015,291
2024-06-18 11:11:00,304.24,304.43,304.24,304.43,724
2024-06-18 11:09:00,303.895,303.895,303.895,303.895,359
2024-06-18 11:08:00,303.885,303.885,303.885,303.885,378
2024-06-18 11:07:00,303.89,303.89,303.89,303.89,213
2024-06-18 11:05:00,303.85,303.9,303.85,303.9,868
2024-06-18 11:03:00,304.49,304.49,303.89,304.17,2566
2024-06-18 11:02:00,304.64,304.64,304.37,304.485,2411
2024-06-18 11:01:00,303.74,304.11,303.585,304.11,1763
2024-06-18 11:00:00,303.145,303.59,303.145,303.47,2472
2024-06-18 10:59:00,303.13,303.145,303.13,303.145,622
2024-06-18 10:58:00,303.12,303.12,303.12,303.12,1724
2024-06-18 10:54:00,302.75,303.18,302.75,303.1,874
2024-06-18 10:53:00,303.095,303.095,303.095,303.095,252
2024-06-18 10:52:00,303.07,303.12,302.696,302.87,11455
2024-06-18 10:51:00,303.07,303.07,303.07,303.07,202
2024-06-18 10:50:00,302.4,302.61,302.32,302.6,5194
2024-06-18 10:49:00,303.49,303.49,302.4,302.4,2964
2024-06-18 10:48:00,303.255,303.255,303.255,303.255,231
2024-06-18 10:47:00,303.26,303.42,303.26,303.42,545
2024-06-18 10:46:00,303.265,303.42,302.94,303.26,2982
2024-06-18 10:45:00,303.265,303.36,303.265,303.36,996
2024-06-18 10:44:00,303.53,303.53,302.71,303.29,15608
2024-06-18 10:43:00,303.74,303.74,303.74,303.74,314
2024-06-18 10:42:00,303.26,303.41,303.25,303.39,1940
2024-06-18 10:41:00,303.78,303.78,303.78,303.78,225
2024-06-18 10:38:00,303.78,303.78,303.78,303.78,131
2024-06-18 10:37:00,303.41,303.54,303.41,303.54,516
2024-06-18 10:36:00,303.72,303.72,303.72,303.72,259
2024-06-18 10:35:00,304.205,304.205,303.805,303.805,1290
2024-06-18 10:34:00,304.28,304.408,304.28,304.408,274
2024-06-18 10:33:00,304.48,304.53,304.48,304.53,271
2024-06-18 10:32:00,304.18,304.39,304.12,304.39,974
2024-06-18 10:31:00,304.0,304.12,304.0,304.12,1453
2024-06-18 10:30:00,303.98,304.095,303.78,303.79,1641
2024-06-18 10:29:00,304.27,304.4,304.27,304.4,816
2024-06-18 10:28:00,304.115,304.54,304.115,304.27,696
2024-06-18 10:27:00,304.54,304.57,304.54,304.57,427
2024-06-18 10:26:00,304.14,304.54,304.14,304.54,1066
2024-06-18 10:25:00,304.06,304.1,303.885,303.885,626
2024-06-18 10:24:00,303.49,304.08,303.49,303.62,1603
2024-06-18 10:23:00,303.5,303.5,303.5,303.5,545
2024-06-18 10:22:00,303.41,303.875,303.16,303.35,9627
2024-06-18 10:21:00,303.035,303.035,303.035,303.035,234
2024-06-18 10:20:00,302.84,303.19,302.84,303.19,2068
2024-06-18 10:18:00,302.84,302.84,302.84,302.84,153
2024-06-18 10:17:00,302.83,303.02,302.62,302.62,707
2024-06-18 10:14:00,303.285,303.285,303.285,303.285,207
2024-06-18 10:12:00,303.47,303.47,303.465,303.465,554
2024-06-18 10:11:00,303.72,303.72,303.26,303.26,1335
2024-06-18 10:10:00,304.2,304.2,304.2,304.2,174
2024-06-18 10:09:00,303.64,304.105,303.64,304.105,1095
2024-06-18 10:08:00,304.872,304.872,304.872,304.872,261
2024-06-18 10:06:00,303.75,304.29,303.49,304.29,1534
2024-06-18 10:04:00,303.0,303.46,303.0,303.46,1467
2024-06-18 10:03:00,303.42,303.42,303.42,303.42,509
2024-06-18 10:01:00,303.03,303.12,302.66,302.706,2700
2024-06-18 10:00:00,302.085,302.88,302.085,302.87,5323
2024-06-18 09:59:00,302.6,302.6,301.65,302.46,4280
2024-06-18 09:58:00,302.5,302.5,301.78,301.78,1332
2024-06-18 09:57:00,304.62,304.79,302.78,302.78,6359
2024-06-18 09:56:00,304.49,304.7,304.49,304.7,372
2024-06-18 09:55:00,304.66,304.74,304.49,304.62,1090
2024-06-18 09:54:00,304.54,304.54,304.54,304.54,483
2024-06-18 09:51:00,305.27,305.27,304.45,304.86,1521
2024-06-18 09:50:00,305.455,305.455,305.455,305.455,175
2024-06-18 09:49:00,305.69,305.91,305.56,305.57,3499
2024-06-18 09:48:00,304.99,305.58,304.99,305.58,2221
2024-06-18 09:47:00,304.66,304.66,304.6,304.66,864
2024-06-18 09:46:00,305.055,305.2,304.93,304.93,849
2024-06-18 09:45:00,304.97,305.42,304.97,305.03,2730
2024-06-18 09:44:00,305.445,305.445,304.975,304.975,2816
2024-06-18 09:43:00,306.425,306.44,305.445,305.445,14877
2024-06-18 09:42:00,306.75,306.75,306.75,306.75,261
2024-06-18 09:40:00,305.7,306.71,305.7,306.06,1318
2024-06-18 09:39:00,306.92,306.92,306.315,306.315,466
2024-06-18 09:38:00,306.02,306.87,305.72,306.315,2175
2024-06-18 09:37:00,305.12,306.03,305.12,306.03,640
2024-06-18 09:36:00,305.12,305.12,305.12,305.12,1007
2024-06-18 09:31:00,305.1,305.1,305.1,305.1,147
2024-06-18 09:30:00,303.92,305.99,303.92,305.99,8063
2024-06-18 09:23:00,305.15,305.15,305.15,305.15,97
2024-06-18 09:02:00,305.15,305.15,305.15,305.15,2
2024-06-18 08:53:00,305.15,305.15,305.15,305.15,47
2024-06-18 08:52:00,305.15,305.15,305.15,305.15,64
2024-06-18 08:51:00,305.15,305.15,305.15,305.15,64
2024-06-18 08:43:00,305.15,305.15,305.15,305.15,47
2024-06-18 08:03:00,305.14,305.14,305.14,305.14,0
2024-06-18 08:00:00,306.0,306.0,306.0,306.0,48
2024-06-18 07:03:00,305.15,305.15,305.14,305.14,20
2024-06-17 19:43:00,305.5,305.5,305.5,305.5,0
2024-06-17 19:31:00,302.5,302.5,302.5,302.5,1
2024-06-17 19:00:00,305.14,305.14,305.14,305.14,63066
2024-06-17 18:30:00,305.14,305.14,305.14,305.14,63066
2024-06-17 17:37:00,302.37,302.37,302.37,302.37,24
2024-06-17 17:34:00,311.75,311.75,311.75,311.75,0
2024-06-17 17:22:00,305.14,305.14,305.14,305.14,4
2024-06-17 17:09:00,305.09,305.1,305.09,305.1,9
2024-06-17 16:58:00,305.14,305.14,305.14,305.14,16418
2024-06-17 16:27:00,305.14,305.14,305.14,305.14,1901
2024-06-17 16:20:00,305.14,305.14,305.14,305.14,23
2024-06-17 16:16:00,305.14,305.14,305.14,305.14,25
2024-06-17 16:12:00,304.5,304.5,304.5,304.5,24
2024-06-17 16:10:00,305.14,305.14,305.14,305.14,63066
2024-06-17 16:04:00,305.14,305.14,305.14,305.14,80
2024-06-17 16:02:00,305.14,305.14,305.14,305.14,3463
2024-06-17 16:01:00,305.14,305.14,305.14,305.14,3078
2024-06-17 16:00:00,305.16,305.16,304.97,305.14,132177
2024-06-17 15:59:00,305.13,305.16,304.76,305.16,19336
2024-06-17 15:58:00,305.16,305.29,305.03,305.26,16089
2024-06-17 15:57:00,304.81,305.199,304.81,305.195,7922
2024-06-17 15:56:00,304.565,305.07,304.42,304.91,11177
2024-06-17 15:55:00,304.87,304.87,304.5,304.56,4312
2024-06-17 15:54:00,304.48,304.92,304.41,304.85,10286
2024-06-17 15:53:00,304.65,304.65,304.46,304.51,2122
2024-06-17 15:52:00,305.14,305.14,304.68,304.9,5275
2024-06-17 15:51:00,304.53,305.06,304.42,305.06,14770
2024-06-17 15:50:00,304.825,304.825,304.795,304.795,1731
2024-06-17 15:49:00,305.05,305.16,304.98,305.03,3586
2024-06-17 15:48:00,304.88,304.88,304.88,304.88,2453
2024-06-17 15:47:00,305.02,305.055,304.92,304.92,1352
2024-06-17 15:46:00,305.17,305.17,305.05,305.05,1354
2024-06-17 15:45:00,305.2,305.2,305.06,305.06,1912
2024-06-17 15:44:00,305.24,305.29,305.215,305.29,889
2024-06-17 15:43:00,304.96,305.195,304.905,305.195,3620
2024-06-17 15:42:00,304.89,304.89,304.89,304.89,678
2024-06-17 15:41:00,304.86,304.95,304.86,304.95,1011
2024-06-17 15:40:00,304.79,304.92,304.79,304.86,2668
2024-06-17 15:38:00,304.815,304.815,304.79,304.79,1140
2024-06-17 15:37:00,304.67,304.67,304.67,304.67,1089
2024-06-17 15:36:00,304.85,304.85,304.85,304.85,866
2024-06-17 15:34:00,305.26,305.41,304.8,305.135,6604
2024-06-17 15:33:00,305.24,305.24,305.24,305.24,461
2024-06-17 15:32:00,305.43,305.43,305.17,305.22,1856
2024-06-17 15:31:00,305.105,305.32,305.1,305.32,2448
2024-06-17 15:30:00,305.12,305.13,305.1,305.1,1322
2024-06-17 15:29:00,305.14,305.14,305.14,305.14,538
2024-06-17 15:28:00,305.33,305.335,305.33,305.335,831
2024-06-17 15:27:00,305.54,305.54,305.25,305.25,1294
2024-06-17 15:26:00,305.93,305.93,305.37,305.535,2743
2024-06-17 15:25:00,306.01,306.01,305.76,305.94,2817
2024-06-17 15:24:00,306.005,306.005,306.005,306.005,307
2024-06-17 15:23:00,305.835,306.16,305.61,306.16,1585
2024-06-17 15:22:00,305.8,305.87,305.785,305.785,770
2024-06-17 15:21:00,305.8,305.8,305.8,305.8,647
2024-06-17 15:20:00,305.79,305.795,305.79,305.795,743
2024-06-17 15:19:00,305.775,305.78,305.775,305.78,1110
2024-06-17 15:18:00,305.735,305.735,305.705,305.73,913
2024-06-17 15:16:00,305.815,305.815,305.62,305.74,1487
2024-06-17 15:15:00,305.66,305.785,305.5,305.785,1364
2024-06-17 15:14:00,305.79,305.79,305.79,305.79,249
2024-06-17 15:13:00,305.03,305.63,305.03,305.475,3876
2024-06-17 15:12:00,305.005,305.005,305.005,305.005,228
2024-06-17 15:11:00,305.01,305.01,305.005,305.005,418
2024-06-17 15:10:00,305.33,305.33,304.83,305.04,3717
2024-06-17 15:09:00,305.305,305.305,305.305,305.305,594
2024-06-17 15:08:00,305.25,305.36,305.07,305.07,1123
2024-06-17 15:07:00,305.185,305.48,305.185,305.25,1328
2024-06-17 15:06:00,305.19,305.28,305.18,305.25,2253
2024-06-17 15:05:00,305.115,305.12,305.115,305.12,667
2024-06-17 15:04:00,305.355,305.355,304.99,305.08,1716
2024-06-17 15:03:00,305.34,305.56,305.28,305.56,2128
2024-06-17 15:02:00,305.24,305.24,305.12,305.165,1636
2024-06-17 15:01:00,304.81,305.065,304.81,305.065,2686
